Coefficients,Instruments
11.599236,
22.690601,
172.1429,9;8;7
171.94815,9;8;7
171.28436,9;8;7
169.74963,9;8;7
168.77307,9;8;7
170.30219,9;8;7
172.13135,9;8;7
172.9626,9;8;7
172.394,9;8;7
171.9696,9;8;7
172.9465,9;8;7
174.13722,9;8;7
173.81747,9;8;7
173.06818,9;8;7
172.35541,9;8;7
172.31836,9;8;7
173.39655,9;8;7
175.20334,9;8;7
177.18066,9;8;7
178.64124,9;8;7
178.836,9;8;7
178.24268,9;8;7
176.83167,9;8;7
174.65411,9;8;7
173.14554,9;8;7
173.08597,9;8;7
173.18929,9;8;7
172.8709,9;8;7
171.52728,9;8;7
170.44012,9;8;7
169.63477,9;8;7
169.40503,9;8;7
169.32263,9;8;7
169.17422,9;8;7
170.12758,9;8;7
171.95486,9;8;7
171.95499,9;8;7
170.41415,9;8;7
169.54773,9;8;7
169.26505,9;8;7
169.75644,9;8;7
170.36069,9;8;7
170.83095,9;8;7
171.59573,9;8;7
171.13492,9;8;7
169.71368,9;8;7
166.97833,9;8;7
164.55481,9;8;7
164.2265,9;8;7
164.48904,9;8;7
165.08159,9;8;7
165.0055,9;8;7
169.61143,9;8;7
177.2718,9;8;7
182.49954,9;8;7
184.10318,8;9;7
182.94836,8;9;7
179.43585,8;9;7
176.42653,8;9;7
175.64494,8;9;7
175.31287,8;9;7
173.91138,8;9;7
172.25352,8;9;7
171.42102,8;9;7
171.51187,8;9;7
171.64816,8;9;7
170.91255,8;9;7
169.49652,8;9;7
168.26135,8;9;7
166.13239,8;9;7
164.7411,8;9;7
164.7552,8;9;7
164.55794,8;9;7
163.86833,8;9;7
161.47008,8;9;7
156.87097,8;7
152.27701,8;7
149.44427,8;9;7
147.98955,8;9;7
147.39406,8;9;7
146.0678,8;9;7
144.1438,8;9;7
141.71996,8;9;7
139.31387,8;9;7
138.09608,8;9;7
137.21213,8;9;7
135.58969,8;9;7
133.07286,8;9;7
129.99734,8;9;7
126.90309,8;9;7
125.0825,8;9;7
125.15717,8;9;7
125.253914,8;9;7
124.23041,8;9;7
122.92483,8;7
121.85324,8;7
120.79787,8;7
119.28586,8;7
118.44871,8;7
118.92673,8;7
119.99419,8;7
120.73018,
120.346756,
119.080734,
117.596985,
115.1747,
112.497246,
109.536606,
106.37357,
103.07219,
99.05023,
96.97281,
97.108696,
96.843994,
95.33916,
94.62062,
93.362076,8;9;7
91.91563,8;9;7
103.55449,8;9;7
116.99128,8;9;7
134.04196,8;9;7
153.71234,8;9;7
172.32187,8;9;7
181.35121,8;9;7
182.59679,8;9;7
180.67712,8;9;7
178.12259,8;9;7
176.52994,8;9;7
175.80676,8;9;7
175.7492,8;9;7
175.1288,8;9;7
172.9086,8;9;7
171.27347,8;9;7
170.41602,8;9;7
169.69328,8;9;7
169.12149,8;9;7
167.23692,8;9;7
163.39136,8;9;7
157.78162,8;9;7
152.16321,8;9;7
147.54764,8;9;7
145.01233,8;9;7
142.8829,
139.57568,
136.14032,
132.22289,
128.59178,
125.95476,9;8;7
123.83786,9;8;7
122.22551,9;8;7
120.36215,9;8;7
119.11168,9;8;7
123.1604,9;8;7
130.25037,9;8;7
143.60953,9;8;7
158.26346,9;8;7
167.37393,9;8;7
173.7666,8;9;7
177.62213,8;9;7
179.65561,8;9;7
182.30013,8;9;7
184.38132,8;9;7
183.46808,8;9;7
181.44923,8;9;7
181.81467,8;9;7
183.96436,8;9;7
184.8728,8;9;7
184.0114,8;9;7
181.72983,8;9;7
179.43602,8;9;7
177.34111,8;9;7
176.16162,8;9;7
174.95163,8;9;7
173.76704,8;9;7
173.13513,8;9;7
172.45825,8;9;7
171.91508,8;9;7
171.13103,8;9;7
170.23901,8;9;7
169.29868,8;9;7
168.51993,8;9;7
167.89111,8;9;7
167.85187,8;9;7
168.78314,8;9;7
168.73273,8;9;7
166.9421,8;9;7
164.733,8;9;7
163.289,8;9;7
162.19891,8;9;7
161.12994,8;9;7
160.72787,8;9;7
161.01718,8;9;7
160.93607,8;9;7
160.56764,8;9;7
161.08331,8;9;7
162.59769,8;9;7
163.79028,8;9;7
163.45883,8;9;7
163.17874,8;9;7
163.38245,8;9;7
163.18242,8;9;7
162.08163,8;9;7
159.82635,8;9;7
157.674,8;9;7
156.48674,8;9;7
154.62979,8;9;7
152.72559,8;9;7
153.8866,8;9;7
156.59717,8;9;7
159.5068,8;9;7
160.78702,8;9;7
162.10393,8;9;7
163.10345,8;9;7
164.20715,8;9;7
164.18213,8;9;7
162.33887,8;9;7
161.06598,8;9;7
160.39148,8;9;7
159.22975,8;9;7
156.93126,8;9;7
152.81616,8;9;7
151.36784,8;9;7
151.22455,8;9;7
153.02342,8;9;7
154.50717,8;9;7
156.6109,8;9;7
158.55145,8;9;7
159.50049,8;9;7
161.74918,8;9;7
166.35715,8;9;7
168.12674,8;9;7
167.70563,8;9;7
168.05275,8;9;7
167.76733,8;9;7
166.19511,8;9;7
164.35362,8;9;7
162.19284,8;9;7
161.81845,8;9;7
160.49832,8;9;7
157.9161,8;9;7
155.59782,8;9;7
153.81067,8;9;7
152.035,8;9;7
151.13423,8;9;7
151.41013,8;9;7
151.74783,8;9;7
151.46732,8;9;7
151.2408,8;9;7
152.35046,8;7
153.8948,8;7
154.54225,8;9;7
154.06323,8;9;7
153.37305,8;9;7
154.75531,8;9;7
156.92767,8;9;7
156.73291,8;9;7
154.84993,8;9;7
152.98233,8;9;7
151.44354,8;9;7
150.06522,8;9;7
146.72224,8;9;7
141.49466,8;9;7
136.36734,8;9;7
133.73482,8;9;7
133.05057,8;9;7
133.12534,8;9;7
131.78687,8;9;7
128.00638,8;9;7
123.29701,8;7
120.298256,8;7
120.71808,8;7
122.67166,8;7
124.245316,8;7
123.719284,8;7
121.542915,8;7
119.923676,
118.33519,
115.80968,
114.25402,
113.38757,
111.10611,
108.7235,
107.14751,
105.83972,
105.10439,
104.595634,
103.77956,
103.53413,
103.07546,
101.595474,
98.80652,
95.52767,
92.46362,
89.97655,
87.60074,
86.081566,
94.68254,
113.53552,9;8;7
129.7237,9;8;7
136.9667,9;8;7
142.61942,9;8;7
153.78313,9;8;7
163.4429,9;8;7
170.80136,9;8;7
174.68045,9;8;7
174.49623,9;8;7
171.74,9;8;7
168.6286,9;8;7
166.2691,9;8;7
164.97859,9;8;7
163.64165,9;8;7
163.368,9;8;7
163.25496,9;8;7
163.24641,9;8;7
162.29062,9;8;7
159.17249,9;8;7
154.83838,9;8;7
150.04132,9;8;7
144.91898,9;8;7
141.28632,9;8;7
137.48874,9;8;7
134.21254,9;8;7
131.64883,9;8;7
128.56349,9;8;7
124.82805,9;8;7
122.841934,9;8;7
121.9214,9;8;7
119.85657,9;8;7
116.74419,9;8;7
115.03968,9;8;7
116.15552,
124.27193,
139.89407,
151.94946,9;8;7
159.04764,9;8;7
162.40347,9;8;7
163.50504,9;8;7
164.52194,9;8;7
166.28241,9;8;7
166.42953,9;8;7
165.4922,9;8;7
164.2179,9;8;7
165.17773,9;8;7
166.95483,9;8;7
169.04337,9;8;7
169.3243,9;8;7
167.62268,9;8;7
167.30905,9;8;7
167.23607,9;8;7
166.10258,9;8;7
163.5664,9;8;7
160.96964,9;8;7
159.82852,9;8;7
159.51175,9;8;7
159.81366,9;8;7
159.07593,9;8;7
158.21918,9;8;7
155.38501,9;8;7
151.80177,9;8;7
148.9555,9;8;7
147.55765,9;8;7
147.93068,9;8;7
149.25728,9;8;7
152.26102,9;8;7
155.75525,9;8;7
160.00423,8;9;7
161.44908,8;9;7
159.9668,8;9;7
156.3997,8;9;7
152.33351,8;9;7
148.88757,8;9;7
148.27258,8;9;7
149.59003,8;9;7
150.39847,8;9;7
150.48833,8;9;7
148.35011,8;9;7
144.71832,8;9;7
141.65509,8;9;7
139.6792,8;9;7
138.42319,8;9;7
136.46616,8;9;7
135.9849,8;9;7
137.88603,8;9;7
147.31413,8;9;7
155.0546,8;9;7
158.73618,8;7
158.88538,8;7
156.6016,8;9;7
153.66934,8;9;7
152.65929,8;9;7
151.36945,8;9;7
148.60498,8;9;7
145.30484,8;9;7
143.44466,8;9;7
142.4031,8;9;7
141.68677,8;9;7
141.47244,8;9;7
142.1724,8;9;7
144.77322,8;9;7
147.0463,8;9;7
148.56311,8;9;7
149.5839,8;9;7
149.13641,8;9;7
147.62225,8;9;7
146.0419,8;9;7
145.6458,8;9;7
145.15845,8;9;7
144.6311,8;9;7
144.3255,8;9;7
144.76717,8;9;7
145.21423,8;9;7
145.75015,8;9;7
144.76831,8;9;7
142.98367,8;9;7
141.72372,8;9;7
141.68416,8;9;7
143.14905,8;9;7
143.94617,8;9;7
142.49417,8;9;7
140.1378,8;9;7
139.21327,8;9;7
138.04826,8;9;7
135.39249,8;9;7
131.60149,8;9;7
128.48,9;8;7
135.29317,9;8;7
149.17667,9;8;7
160.11984,9;8;7
166.90634,9;8;7
168.34988,9;8;7
165.35583,9;8;7
161.04944,9;8;7
160.43806,9;8;7
159.65338,9;8;7
158.31561,9;8;7
156.94366,9;8;7
156.7155,9;8;7
157.6607,9;8;7
158.49533,9;8;7
158.63965,9;8;7
158.74689,9;8;7
159.86789,9;8;7
160.69528,9;8;7
159.3581,9;8;7
156.41443,9;8;7
153.88095,9;8;7
154.02449,9;8;7
155.97025,9;8;7
156.9555,9;8;7
157.37671,9;8;7
157.15321,9;8;7
156.57663,8;7
155.5434,8;7
156.27554,8;7
157.61072,8;7
158.36557,8;7
157.76189,8;7
156.19131,8;7
156.07379,8;7
158.86372,8;7
162.3534,8;9;7
163.6206,8;9;7
160.27174,8;9;7
155.51453,8;9;7
152.48431,8;9;7
151.46564,8;9;7
150.81866,8;9;7
151.35788,8;9;7
156.67215,8;9;7
163.0845,8;9;7
167.15912,8;9;7
168.04681,8;9;7
169.35196,8;9;7
168.59103,8;9;7
167.35976,8;9;7
165.89749,8;9;7
164.17294,8;9;7
162.52817,8;9;7
162.24373,8;9;7
162.2889,8;9;7
163.61877,8;9;7
165.58789,8;9;7
166.4744,8;9;7
166.1705,8;9;7
168.4939,8;9;7
169.54778,8;9;7
168.92432,8;9;7
167.88855,8;9;7
165.57164,8;9
162.8331,8;9
161.95663,8;9
161.78116,8;9
163.25162,8;9
165.2461,8;9
165.906,8;9
165.63533,8;9
165.50235,8;9
165.2867,8;9
163.77405,8;9
164.0798,8;9
163.55272,8;9
160.73083,8;9
157.73898,8;9
153.97571,8;9
150.94238,9
149.27307,9
149.46254,9
151.25415,9
152.76868,
155.00398,8;9;7
159.24261,8;9;7
163.87453,8;9;7
168.59523,8;9;7
173.83635,8;9;7
177.03741,8;9;7
178.47096,8;9;7
179.02325,8;9;7
179.22519,8;9;7
179.31981,8;9;7
179.29254,8;7
179.49838,8;7
178.97527,8;7
177.88719,8;7
177.75809,8;7
177.73051,8;7
177.05994,8;7
175.92157,8;7
175.02682,8;7
173.79572,8;9;7
172.41016,8;9;7
172.12189,8;9;7
172.54817,8;9;7
172.8975,8;9;7
172.44092,8;9;7
171.76474,8;9;7
170.99487,8;9;7
170.1821,8;9;7
168.4071,8;9;7
165.34552,8;9;7
162.32211,8;9;7
160.70772,8;9;7
159.82684,8;9;7
158.06747,8;9;7
155.23499,8;9;7
151.69736,8;9;7
147.03537,8;9;7
143.37357,8;9;7
142.17592,8;9
141.10133,8;9
139.04402,8;9
137.25536,8;9
135.44083,8;9
134.9088,8;9
135.46407,8;9
136.58243,8;9
137.54778,8;9
138.6912,8;9
139.58221,8;9
139.02888,8;9
138.66092,8;9
138.2338,8;9
137.53848,8;9
137.32043,8;9
136.80997,8;9
137.11948,8;9
140.6707,8;9
144.56436,8;9
145.33218,8;9
142.66252,8;9
137.75229,8;9
134.4198,8
134.90228,8;9
134.34221,8;9
132.43057,8;9
131.66698,8;9
132.69359,8;9
135.75858,8;9
139.05862,8;9
140.8641,8;9
140.5164,8;9
138.21654,8
135.59143,8;9
132.64285,8;9
130.9528,8;9
133.77203,8;9
136.53479,8;9
137.4108,8;9
138.11783,8;9
142.04745,8;9
146.7224,8;9
149.47311,8
149.61053,8;9
149.5499,8;9
151.18346,8;9
153.75494,8;9
156.823,8;9
158.95377,8;9
158.22603,8;9
157.10144,8;9
156.84738,8;9
156.8223,8
157.59659,8;9
158.34578,8;9
158.60031,8;9
158.05093,8;9
157.17085,8;9
156.73767,8;9
157.00104,8;9
157.65509,8;9
157.98282,8;9
156.87985,8;9
154.71423,8;9
152.40546,8;9
152.36919,8;9
154.73442,8;9
155.93896,8;9
154.97427,8;9
152.77371,8;9
150.53944,8;9
149.89444,8;9
150.9054,8;9
151.13791,8;9
150.20981,8;9
150.71164,8;9
152.03558,8;9
153.17007,8;9
152.98756,8;9
151.96036,8;9
151.86328,8;9
154.8494,8;9
159.46371,8;9
161.93729,8;9
161.03857,8;9
159.07121,8;9
158.60027,8;9
158.59673,8;9
158.36838,8;9
158.4155,8;9
159.02257,8;9
159.27838,8;9
160.16428,8;9
160.7174,8;9
160.02869,8;9
157.03555,8;9
152.42447,8;9
147.35114,8;9
144.57394,8;9
143.50237,8;9
143.64749,8;9
144.56354,8;9
144.87753,8;9
144.10934,8;9
144.83264,8;9
146.86493,8;9
148.70715,8;9
149.84445,8;9
149.3418,8;9
148.78128,8;9
149.23685,8;9
149.79605,8;9
148.89288,8;9
147.3961,8;9
147.4242,8;9
148.57872,8;9
150.58363,8;9
152.74866,8;9
153.79802,8;9
152.97598,8;9
149.85846,8;9
146.0799,8;9
144.53134,8;9
146.09508,8;9
148.42966,8;9
148.48965,8;9
148.13858,8;9
147.52058,8;9
145.79083,8;9
143.6312,8;9
141.20966,8;9
139.26175,8;9
138.45245,8;9
138.59712,8;9
141.12703,8;9
144.83525,8;9
147.3649,8;9
146.9054,8;9
144.62952,8;9
140.56259,8;9
136.71686,8;9
134.6665,8;9
134.03229,8;9
133.41147,8;9
135.69028,8;9
141.34082,8;9
144.35234,8;9
145.36723,8;9
144.76053,8;9
142.79419,8;9
138.13528,8;9
132.62262,8;9
129.51587,8;9
127.2587,8;9
123.78942,8;9
121.08758,9
118.757065,9
114.85162,9
111.19523,9
109.07727,9
109.25491,9
109.65099,9
109.6405,9
107.97649,9
106.46173,9
107.6727,9
111.095146,9
111.88135,9
109.19048,9
104.78845,9
101.05648,9
99.01314,9
98.08714,9
97.38844,9
96.042404,9
95.41765,9
96.1456,9
96.162415,9
95.322174,
94.186676,9
92.86911,9
91.10353,9
89.05234,9
87.81204,9
89.04973,9
97.672806,9
104.10939,9
107.232086,9
107.42534,9
105.24518,
100.3819,
96.043816,9
97.3486,9
100.59363,9
105.48488,9
107.394775,9
106.309555,9
102.76188,9
98.33513,9
94.57521,9
91.38052,9
91.71879,9
97.29991,9
102.41637,9
106.2469,
112.46028,8;9
123.47375,8;9
132.68198,8;9
141.31087,8;9
150.62811,8;9
157.18423,8;9
159.79758,8;9
159.65135,8;9
158.88843,8;9
159.87836,8
161.79825,8
162.76602,8;9
163.81804,8;9
164.8587,8;9
165.75076,8;9
165.1622,8;9
164.42007,8;9
163.68051,8;9
163.3858,8;9
163.06589,8;9
161.65875,8;9
160.093,8;9
158.75198,8;9
157.8237,8;9
157.64542,8;9
157.44467,8;9
156.34851,8;9
153.95341,8;9
151.02893,8;9
149.33675,8;9
149.27487,8;9
147.97067,8;9
145.81921,8;9
144.83463,8;9
143.9267,8;9
141.58353,9
139.17538,9
136.54984,9
133.49083,9
129.70908,9
125.79704,9
124.18353,9
126.404205,9
128.27121,9
127.57524,9
125.67626,9
123.605675,9
122.29034,9
121.61089,9
120.26814,9
117.23421,9
114.49038,9
116.45963,9
118.97646,9
120.52852,9
120.08542,9
117.18606,9
114.85129,9
114.12544,9
112.75951,9
110.5084,9
107.844604,9
106.15749,9
107.0712,9
110.58597,9
114.557625,9
117.07193,9
117.32205,9
116.1321,9
113.23185,9
110.63916,9
109.851204,9
112.34038,9
115.425735,9
116.66826,9
115.84328,9
113.97782,9
112.87103,9
112.22415,9
110.09578,9
108.48841,8;9
111.37911,8;9
117.229195,8;9
125.777115,8;9
134.67554,8;9
143.75082,8;9
149.47461,8;9
150.79955,8;9
148.31769,8;9
143.33975,8;9
139.63924,8;9
139.79755,8;9
141.78087,8;9
143.55823,8;9
144.15921,8;9
143.7425,8
143.13315,8
143.15952,8;9
143.10881,8;9
143.47914,8;9
143.40088,8;9
142.56024,8;9
141.06253,8;9
140.36139,8;9
142.55142,8;9
147.82948,8;9
153.21175,8;9
156.3386,8;9
156.28816,8;9
153.48447,8;9
149.71918,8;9
146.2832,8;9
143.10747,9;8
140.03662,9;8
137.78348,9;8
137.36023,9;8
135.9176,9;8
133.18799,8;9
130.73772,8;9
128.28195,8;9
125.86425,8;9
124.549164,8;9
124.73221,8;9
127.98362,8;9
133.77493,8;9
137.53964,8;9
139.12029,8;9
136.93912,8;9
131.11148,8;9
126.99609,8;9
125.67705,8;9
123.71825,8;9
121.9205,8;9
121.43877,8;9
122.85091,9;8
126.660034,9;8
129.1815,9;8
128.95416,9;8
126.447754,9;8
125.0968,9;8
124.93177,9;8
123.144516,9;8
120.726715,9;8
119.35213,9;8
117.73146,9;8
118.02783,9;8
119.84573,9;8
121.42297,8;9
121.69409,8;9
119.071556,8;9
114.31085,8;9
116.41211,8;9
122.26975,8;9
125.04825,8;9
125.55448,8;9
123.5466,8;9
117.14269,8;9
111.32492,9;8
108.61512,9;8
106.90167,9;8
106.35035,9;8
106.29031,9;8
106.5541,9;8
106.84421,9;8
110.72566,9;8
122.41615,9;8
138.7052,
151.01363,8;9
159.0462,8;9
164.71133,8;9
167.18472,8;9
166.46747,8;9
164.2968,8;9
162.76822,8;9
163.24072,8;9
164.26288,8;9
164.63673,8
163.79373,8
162.92398,8
162.55585,8
162.88162,8
163.2868,8
162.21405,8
160.0118,8
157.7601,8
157.41,8
158.15115,8
159.55763,8;9
163.58063,8;9
168.26324,8;9
168.26144,8;9
165.05946,8;9
160.91986,8;9
157.252,8;9
154.0972,8;9
151.86212,8;9
149.496,8;9
144.70383,8
138.78711,8
133.67404,8
129.34125,8
125.50859,8
122.56932,8
120.1744,
117.97539,
116.2186,
113.046455,
109.0318,9;8
110.75307,9;8
113.42035,9;8
114.2805,9;8
114.18128,9;8
114.5475,9;8
115.06334,9;8
114.9523,9;8
113.76464,9;8
112.34762,9;8
112.35448,9;8
112.8287,9;8
111.21652,
106.80185,
101.99147,
98.89942,
97.5679,
96.29033,
92.81906,
88.506424,
86.17471,
87.48799,
90.615005,9;8
94.09038,9;8
96.28287,9;8
98.07555,9;8
99.10424,9;8
99.520874,9;8
99.35344,9;8
102.71407,9;8
106.57256,9;8
108.41574,9;8
106.17368,
100.101234,
92.43056,
88.51342,
87.00899,
83.480606,
78.92342,
78.362,
81.710106,
87.40472,
90.68707,8;9
93.67401,8;9
106.29974,8;9
125.877686,8;9
142.13594,8;9
153.92754,8;9
160.95113,8;9
162.97028,8;9
161.6416,8;9
159.18547,8;9
157.12796,8;9
156.66608,8;9
156.98682,8;9
157.23428,8;9
156.33868,8;9
154.8595,8;9
154.3067,8;9
153.82341,8;9
152.94678,8;9
150.90392,8;9
147.7594,8;9
145.81105,8;9
145.8778,8;9
146.3141,8;9
145.86566,8;9
143.18828,8;9
140.67813,8;9
138.06311,8;9
134.68881,8;9
132.51317,8;9
132.11047,8;9
132.82333,8;9
133.05704,8;9
131.59912,8;9
127.08175,8;9
119.17142,8;9
111.36326,8;9
105.67476,8;9
102.81358,
101.00173,
99.86786,
103.041985,
111.430984,
117.89789,8
119.02107,8
116.392654,8
113.44526,8
110.07306,8
108.915726,8
109.20514,8
109.568054,8
110.81151,8
112.06024,8
111.133896,
107.81125,
101.8446,
92.999985,
87.0777,
87.40299,
86.72154,
85.01868,
88.66947,
99.11677,
104.98067,9;8
105.958725,9;8
105.77658,9;8
104.068924,9;8
100.97304,9;8
98.27692,9;8
96.467445,9;8
98.55696,9;8
110.47326,9;8
120.045135,9;8
126.61375,9
132.60828,9
137.36705,9
138.24615,9
136.54128,9
134.09529,9
128.71387,9
122.90169,9
120.459076,
126.570175,
133.0458,8;9
137.36249,8;9
144.99359,8;9
153.61546,8;9
160.6913,8;9
164.81435,8;9
165.83815,8;9
164.7892,8;9
162.36452,8;9
160.73967,8;9
160.75722,8;9
161.94083,8;9
163.73451,8;9
165.32983,8;9
166.13254,8;9
166.92654,8;9
166.53955,8;9
164.63382,8;9
162.66406,8;9
161.80673,8;9
163.96384,8;9
166.38512,8;9
166.35696,8;9
162.6542,8;9
156.48586,8;9
149.6091,8;9
144.19681,8;9
141.45319,8;9
140.39746,8;9
138.53738,8;9
135.9682,8;9
133.67566,8;9
132.6994,8;9
131.06384,8;9
127.66385,8;9
122.2948,8;9
115.99637,8;9
110.53441,8
107.30208,8
106.50453,8
110.29753,
116.94939,
120.229965,8
119.97322,8
117.33455,8
112.81706,8
107.62483,8
104.62494,8
103.29871,8
101.787766,8
101.665115,8
103.026695,8
104.71109,8
103.78791,
99.734726,
94.8378,
92.67006,
92.96634,
94.21415,
96.28102,
99.9837,
104.89766,
106.397736,
107.13625,8;9
106.77269,8;9
104.78815,8;9
101.387085,8;9
98.996216,8;9
105.296234,8;9
115.36385,8;9
122.398544,8;9
125.87731,8;9
127.4596,8;9
127.404144,9
128.08144,9
128.43875,9
126.92736,9
124.802704,9
122.52397,9
120.3737,9
121.35744,9
134.27441,9
148.3881,8;9
159.13329,8;9
166.39043,8;9
169.42307,8;9
168.62364,8;9
167.78802,8;9
168.8096,8;9
171.1456,8;9
174.19301,8;9
175.83116,8;9
174.92825,8;9
173.49701,8;9
172.9306,8;9
171.44382,8;9
168.72757,8;9
165.46063,8;9
165.67725,8;9
167.23883,8;9
169.47627,8;9
173.67181,8;9
176.89018,8;9
177.48692,8;9
175.4458,8;9
172.4058,8;9
170.20512,8;9
169.94122,8;9
170.80545,8;9
171.36032,8;9
172.30078,8;9
173.49332,8;9
172.92795,8;9
169.66718,8;9
164.26636,8;9
158.48955,8;9
153.37292,8;9
148.66048,8;9
144.08966,8;9
140.41438,8;9
141.27295,8;9
145.56262,8;9
148.81685,8;9
151.09485,8;9
156.02014,8;9
161.85431,8;9
165.17133,8;9
165.55093,8;9
164.1325,8;9
163.8269,8;9
164.31511,8;9
164.68443,8;9
162.46497,8;9
158.18765,8;9
155.04968,8;9
154.28322,8;9
154.84006,8;9
154.08376,8;9
151.26727,8;9
149.82312,8;9
149.36319,8;9
147.68256,8;9
146.70679,8;9
146.56888,8;9
145.57382,8;9
142.59216,8;9
138.12292,8;9
134.0921,8;9
131.03569,8;9
132.64346,8
141.39917,8;9
148.13748,8;9
151.1686,8;9
151.63104,8;9
150.70447,8;9
149.21484,8;9
150.12497,8;9
151.64987,8;9
154.10753,8;9
156.61935,8;9
158.3652,8;9
161.60547,8
166.9502,8;9
169.60558,8;9
169.24277,8;9
167.06625,8;9
164.32654,8;9
161.50366,8;9
158.13344,8;9
155.24988,8;9
154.34528,8;9
154.37076,8;9
155.78745,8;9
157.05008,8;9
158.41736,8;9
158.85669,8;9
158.91779,8;9
157.86229,8;9
156.25546,8;9
154.61891,8;9
153.6102,8;9
153.12955,8;9
154.00244,8;9
157.49603,8;9
160.42148,8;9
160.67993,8;9
160.03458,8;9
158.70175,8;9
157.3552,8;9
155.336,8;9
152.561,8;9
153.21606,8;9
155.12277,8;9
156.67917,8;9
158.45381,8;9
159.47226,8;9
157.51334,8;9
152.94699,8;9
146.51422,8;9
140.80444,8;9
139.02338,8;9
140.98747,8;9
146.81824,8;9
153.60599,8;9
157.80388,8;9
159.46927,8;9
159.629,8;9
158.70903,8;9
156.36934,8;9
152.58273,8;9
148.59933,8;9
148.80399,8;9
154.35522,8;9
159.57802,8;9
161.98422,8;9
161.43863,8;9
158.0654,8;9
155.27579,8;9
154.63257,8;9
154.39975,8;9
154.50827,8;9
155.19757,8;9
154.1643,8;9
151.82428,8;9
149.59286,8;9
148.56213,8;9
149.23367,8;9
152.03166,8;9
154.4682,8;9
156.81155,8;9
161.51302,8;9
166.51224,8;9
169.72534,8;9
169.71371,8;9
166.88571,8;9
162.6486,8;9
157.4086,8;9
151.66664,8;9
150.03107,8;9
150.65193,8;9
150.32928,8;9;7
148.6778,8;9;7
146.53125,8;9;7
146.63412,8;9;7
152.36996,8;9;7
160.8387,8;9;7
166.03836,8;9;7
167.71533,8;9;7
166.89435,8;9;7
166.43839,8;9;7
167.6394,8;7
167.94006,8;7
165.90134,8;7
163.34567,8;7
160.00809,8;7
156.8494,8;7
153.41895,8;7
149.17197,8;7
145.14328,8;7
141.79062,8;7
139.26761,8;9;7
137.68375,8;9;7
136.43771,8;9;7
134.85718,8;9;7
134.4001,8;9;7
139.72897,8;9;7
150.18675,8;9;7
158.60455,8;9;7
163.16277,8;9;7
164.5544,8;9;7
163.97873,8;9;7
162.89926,8;7
161.40508,8;7
158.38416,8;7
153.67873,8;7
148.29219,8;7
142.55237,8;7
136.51395,8;7
131.4216,8;7
128.00198,7
125.66092,7
124.0148,8;9;7
123.163574,8;9;7
126.40906,8;9;7
130.59496,8;9;7
132.61316,8;9;7
139.60483,8;9;7
148.06454,8;9;7
152.09323,8;9;7
151.918,8;9;7
148.9609,8;9;7
145.72263,8;7
143.70537,8;7
141.80574,8;7
139.46509,8;7
136.57224,8;7
132.82364,8;7
130.21933,8;7
126.42735,8;7
121.02741,7
115.58823,7
110.748825,8;9;7
110.036415,8;9;7
119.0279,8;9;7
129.91257,8;9;7
142.6022,8;9;7
151.9874,8;9;7
155.8743,8;9;7
155.50739,8;9;7
152.58047,8;9;7
149.46344,8;9;7
147.05876,8;7
144.40587,8;7
141.54742,8;7
139.97485,8;7
138.82483,8;7
135.73993,8;7
130.83527,8;7
127.21217,8;7
126.91549,8;7
126.8905,8;7
126.88341,7
129.60037,7
131.01662,9;8;7
135.85387,9;8;7
146.94109,9;8;7
156.49828,9;8;7
162.87875,9;8;7
165.70627,9;8;7
164.80905,9;8;7
163.16414,9;8;7
163.115,9;8;7
161.80804,9;8;7
159.37149,9;8;7
157.42783,9;8;7
155.76985,9;8;7
155.28781,9;8;7
154.84453,9;8;7
153.05786,9;8;7
150.41394,9;8;7
146.6546,9;8;7
142.30151,9;8;7
141.3443,9;8;7
143.04242,8;7
146.1188,8;7
154.15424,8;7
161.99284,8;7
167.07336,8;7
168.1179,8;7
165.77423,8;7
161.97398,8;7
157.60811,8;7
153.24728,8;7
149.7756,8;7
146.16869,8;7
144.17749,8;7
143.39047,8;7
142.88263,8;7
142.94711,8;7
142.32724,8;7
140.04227,8;7
137.2153,8;7
136.31187,8;7
136.18468,8;7
141.91472,8;7
153.56857,8;7
162.49052,8;7
166.95786,8;7
167.53796,8;7
164.6815,8;7
160.33417,8;7
155.96402,8;7
152.69687,8;7
150.10205,8;7
147.94067,8;7
146.1341,8;7
143.53131,8;7
141.10078,8;7
138.85724,8;7
135.3402,8;7
133.20358,8;7
132.82422,8;7
132.74548,8;7
131.77301,8;7
139.1513,8;7
154.91528,8;7
168.3056,8;7
172.43607,8;7
171.46313,8;7
165.90883,8;7
158.25049,8;7
149.9361,8;7
144.95398,8;7
141.43082,8;7
139.45557,8;7
139.875,8;7
139.88768,8;7
137.42786,8;7
133.2187,8;7
129.05571,8;7
125.02553,8;7
124.34729,8;7
126.94592,8;7
130.78174,8;7
133.62175,8;7
137.18861,8;7
146.67197,8;7
155.69699,8;7
165.14026,8;7
172.23602,8;7
171.5555,8;7
168.89545,8;7
167.16232,8;7
164.19525,8;7
161.305,8;7
158.6148,8;7
155.16881,8;7
152.5654,8;7
151.42532,8;7
151.09007,8;7
149.59798,8;7
148.12473,8;7
146.74591,8;7
144.35916,8;7
141.25684,8;7
139.43983,8;7
138.95023,8;7
145.7134,8;7
156.06229,8;7
163.62697,8;7
